WORD,DEFINITION,ID,LIST_CATEGORY,WORD_ID
cat-o-nine-tails,"An instrument consisting of nine pieces of cord, formerly used for flogging in the army and navy.",721,SAT,SAT_721
caucus,A private meeting of members of a political party to select candidates.,722,SAT,SAT_722
causal,Indicating or expressing a cause.,723,SAT,SAT_723
caustic,Sarcastic and severe.,724,SAT,SAT_724
cauterize,To burn or sear as with a heated iron.,725,SAT,SAT_725
cede,To pass title to.,726,SAT,SAT_726
censor,An official examiner of manuscripts empowered to prohibit their publication.,727,SAT,SAT_727
censorious,Judging severely or harshly.,728,SAT,SAT_728
census,An official numbering of the people of a country or district.,729,SAT,SAT_729
centenary,Pertaining to a hundred years or a period of a hundred years.,730,SAT,SAT_730
centiliter,A hundredth of a liter.,731,SAT,SAT_731
centimeter,A length of one hundredth of a meter.,732,SAT,SAT_732
centurion,A captain of a company of one hundred infantry in the ancient Roman army.,733,SAT,SAT_733
cereal,Pertaining to edible grain or farinaceous seeds.,734,SAT,SAT_734
ceremonial,Characterized by outward form or ceremony.,735,SAT,SAT_735
ceremonious,Observant of ritual.,736,SAT,SAT_736
cessation,"Discontinuance, as of action or motion.",737,SAT,SAT_737
cession,"Surrender, as of possessions or rights.",738,SAT,SAT_738
chagrin,"Keen vexation, annoyance, or mortification, as at one's failures or errors.",739,SAT,SAT_739
chameleon,Changeable in appearance.,740,SAT,SAT_740
chancery,"A court of equity, as distinguished from a common-law court.",741,SAT,SAT_741
chaos,Any condition of which the elements or parts are in utter disorder and confusion.,742,SAT,SAT_742
characteristic,A distinctive feature.,743,SAT,SAT_743
characterize,To describe by distinctive marks or peculiarities.,744,SAT,SAT_744
charlatan,A quack.,745,SAT,SAT_745
chasm,"A yawning hollow, as in the earth's surface.",746,SAT,SAT_746
chasten,To purify by affliction.,747,SAT,SAT_747
chastise,To subject to punitive measures.,748,SAT,SAT_748
chastity,Sexual or moral purity.,749,SAT,SAT_749
chateau,A castle or manor-house.,750,SAT,SAT_750
chattel,Any article of personal property.,751,SAT,SAT_751
check,To hold back.,752,SAT,SAT_752
chiffon,"A very thin gauze used for trimmings, evening dress, etc.",753,SAT,SAT_753
chivalry,"The knightly system of feudal times with its code, usages and practices.",754,SAT,SAT_754
cholera,An acute epidemic disease.,755,SAT,SAT_755
choleric,Easily provoked to anger.,756,SAT,SAT_756
choral,"Pertaining to, intended for, or performed by a chorus or choir.",757,SAT,SAT_757
Christ,A title of Jesus,758,SAT,SAT_758
christen,To name in baptism.,759,SAT,SAT_759
Christendom,That part of the world where Christianity is generally professed.,760,SAT,SAT_760
chromatic,"Belonging, relating to, or abounding in color.",761,SAT,SAT_761
chronology,The science that treats of computation of time or of investigation and arrangement of events.,762,SAT,SAT_762
chronometer,A portable timekeeper of the highest attainable precision.,763,SAT,SAT_763
cipher,To calculate arithmetically. (also a noun meaning zero or nothing),764,SAT,SAT_764
circulate,To disseminate.,765,SAT,SAT_765
circumference,The boundary-line of a circle.,766,SAT,SAT_766
circumlocution,Indirect or roundabout expression.,767,SAT,SAT_767
circumnavigate,To sail quite around.,768,SAT,SAT_768
circumscribe,To confine within bounds.,769,SAT,SAT_769
circumspect,"Showing watchfulness, caution, or careful consideration.",770,SAT,SAT_770
citadel,Any strong fortress.,771,SAT,SAT_771
cite,To refer to specifically.,772,SAT,SAT_772
claimant,"One who makes a claim or demand, as of right.",773,SAT,SAT_773
clairvoyance,Intuitive sagacity or perception.,774,SAT,SAT_774
clamorous,Urgent in complaint or demand.,775,SAT,SAT_775
clan,A tribe.,776,SAT,SAT_776
clandestine,Surreptitious.,777,SAT,SAT_777
clangor,"Clanking or a ringing, as of arms, chains, or bells; clamor.",778,SAT,SAT_778
clarify,To render intelligible.,779,SAT,SAT_779
clarion,A small shrill trumpet or bugle.,780,SAT,SAT_780
classify,To arrange in a class or classes on the basis of observed resemblance’s and differences.,781,SAT,SAT_781
clearance,A certificate from the proper authorities that a vessel has complied with the law and may sail.,782,SAT,SAT_782
clemency,Mercy.,783,SAT,SAT_783
clement,Compassionate.,784,SAT,SAT_784
close-hauled,Having the sails set for sailing as close to the wind as possible.,785,SAT,SAT_785
clothier,One who makes or sells cloth or clothing.,786,SAT,SAT_786
clumsy,Awkward of movement.,787,SAT,SAT_787
coagulate,"To change into a clot or a jelly, as by heat, by chemical action, or by a ferment.",788,SAT,SAT_788
coagulant,Producing coagulation.,789,SAT,SAT_789
coalescence,"The act or process of coming together so as to form one body, combination, or product.",790,SAT,SAT_790
coalition,Combination in a body or mass.,791,SAT,SAT_791
coddle,To treat as a baby or an invalid.,792,SAT,SAT_792
codicil,"A supplement adding to, revoking, or explaining in the body of a will.",793,SAT,SAT_793
coerce,To force.,794,SAT,SAT_794
coercion,"Forcible constraint or restraint, moral or physical.",795,SAT,SAT_795
coercive,Serving or tending to force.,796,SAT,SAT_796
cogent,Appealing strongly to the reason or conscience.,797,SAT,SAT_797
cognate,Akin.,798,SAT,SAT_798
cognizant,Taking notice.,799,SAT,SAT_799
cohere,To stick together.,800,SAT,SAT_800
cohesion,Consistency.,801,SAT,SAT_801
cohesive,Having the property of consistency.,802,SAT,SAT_802
coincide,To correspond.,803,SAT,SAT_803
coincidence,A circumstance so agreeing with another: often implying accident.,804,SAT,SAT_804
coincident,Taking place at the same time.,805,SAT,SAT_805
collaborate,"To labor or cooperate with another or others, especially in literary or scientific pursuits.",806,SAT,SAT_806
collapse,"To cause to shrink, fall in, or fail.",807,SAT,SAT_807
collapsible,That may or can collapse.,808,SAT,SAT_808
colleague,An associate in professional employment.,809,SAT,SAT_809
collective,"Consisting of a number of persons or objects considered as gathered into a mass, or sum.",810,SAT,SAT_810
collector,"One who makes a collection, as of objects of art, books, or the like.",811,SAT,SAT_811
collegian,A college student.,812,SAT,SAT_812
collide,To meet and strike violently.,813,SAT,SAT_813
collier,One who works in a coal-mine.,814,SAT,SAT_814
collision,Violent contact.,815,SAT,SAT_815
colloquial,Pertaining or peculiar to common speech as distinguished from literary.,816,SAT,SAT_816
colloquialism,Form of speech used only or chiefly in conversation.,817,SAT,SAT_817
colloquy,Conversation.,818,SAT,SAT_818
collusion,A secret agreement for a wrongful purpose.,819,SAT,SAT_819
colossus,Any strikingly great person or object.,820,SAT,SAT_820
comely,Handsome.,821,SAT,SAT_821
comestible,Fit to be eaten.,822,SAT,SAT_822
comical,Funny.,823,SAT,SAT_823
commemorate,To serve as a remembrance of.,824,SAT,SAT_824
commentary,A series of illustrative or explanatory notes on any important work.,825,SAT,SAT_825
commingle,To blend.,826,SAT,SAT_826
commissariat,The department of an army charged with the provision of its food and water and daily needs.,827,SAT,SAT_827
commission,To empower.,828,SAT,SAT_828
commitment,The act or process of entrusting or consigning for safe-keeping.,829,SAT,SAT_829
committal,"The act, fact, or result of committing, or the state of being",830,SAT,SAT_830
commodity,Something that is bought and sold.,831,SAT,SAT_831
commotion,A disturbance or violent agitation.,832,SAT,SAT_832
commute,"To put something, especially something less severe, in place of.",833,SAT,SAT_833
comparable,Fit to be compared.,834,SAT,SAT_834
comparative,Relative.,835,SAT,SAT_835
comparison,Examination of two or more objects with reference to their likeness or unlikeness.,836,SAT,SAT_836
compensate,To remunerate.,837,SAT,SAT_837
competence,Adequate qualification or capacity.,838,SAT,SAT_838
competent,Qualified.,839,SAT,SAT_839
competitive,characterized by rivalry.,840,SAT,SAT_840
competitor,A rival.,841,SAT,SAT_841
complacence,Satisfaction with one's acts or surroundings.,842,SAT,SAT_842
complacent,Pleased or satisfied with oneself.,843,SAT,SAT_843
complaisance,Politeness.,844,SAT,SAT_844
complaisant,Agreeable.,845,SAT,SAT_845
complement,To make complete.,846,SAT,SAT_846
complex,Complicated.,847,SAT,SAT_847
compliant,Yielding.,848,SAT,SAT_848
complicate,"To make complex, difficult, or hard to deal with.",849,SAT,SAT_849
complication,"An intermingling or combination of things or parts, especially in a perplexing manner.",850,SAT,SAT_850
complicity,"Participation or partnership, as in wrong-doing or with a wrong-doer.",851,SAT,SAT_851
compliment,To address or gratify with expressions of delicate praise.,852,SAT,SAT_852
component,A constituent element or part.,853,SAT,SAT_853
comport,To conduct or behave (oneself).,854,SAT,SAT_854
composure,Calmness.,855,SAT,SAT_855
comprehensible,Intelligible.,856,SAT,SAT_856
comprehension,Ability to know.,857,SAT,SAT_857
comprehensive,Large in scope or content.,858,SAT,SAT_858
compress,To press together or into smaller space.,859,SAT,SAT_859
compressible,Capable of being pressed into smaller compass.,860,SAT,SAT_860
compression,"Constraint, as by force or authority.",861,SAT,SAT_861
comprise,To consist of.,862,SAT,SAT_862
compulsion,Coercion.,863,SAT,SAT_863
compulsory,Forced.,864,SAT,SAT_864
compunction,Remorseful feeling.,865,SAT,SAT_865
compute,To ascertain by mathematical calculation.,866,SAT,SAT_866
concede,To surrender.,867,SAT,SAT_867
conceit,Self-flattering opinion.,868,SAT,SAT_868
conceive,"To form an idea, mental image or thought of.",869,SAT,SAT_869
concerto,A musical composition.,870,SAT,SAT_870
concession,"Anything granted or yielded, or admitted in response to a demand, petition, or claim.",871,SAT,SAT_871
conciliate,To obtain the friendship of.,872,SAT,SAT_872
conciliatory,Tending to reconcile.,873,SAT,SAT_873
conclusive,Sufficient to convince or decide.,874,SAT,SAT_874
concord,Harmony.,875,SAT,SAT_875
concordance,Harmony.,876,SAT,SAT_876
concur,To agree.,877,SAT,SAT_877
concurrence,Agreement.,878,SAT,SAT_878
concurrent,Occurring or acting together.,879,SAT,SAT_879
concussion,A violent shock to some organ by a fall or a sudden blow.,880,SAT,SAT_880
condensation,The act or process of making dense or denser.,881,SAT,SAT_881
condense,To abridge.,882,SAT,SAT_882
condescend,To come down voluntarily to equal terms with inferiors.,883,SAT,SAT_883
condolence,"Expression of sympathy with a person in pain, sorrow, or misfortune.",884,SAT,SAT_884
conduce,To bring about.,885,SAT,SAT_885
conducive,Contributing to an end.,886,SAT,SAT_886
conductible,Capable of being conducted or transmitted.,887,SAT,SAT_887
conduit,"A means for conducting something, particularly a tube, pipe, or passageway for a fluid.",888,SAT,SAT_888
confectionery,"The candy collectively that a confectioner makes or sells, as candy.",889,SAT,SAT_889
confederacy,"A number of states or persons in compact or league with each other, as for mutual aid.",890,SAT,SAT_890
confederate,"One who is united with others in a league, compact, or agreement.",891,SAT,SAT_891
confer,To bestow.,892,SAT,SAT_892
conferee,A person with whom another confers.,893,SAT,SAT_893
confessor,A spiritual advisor.,894,SAT,SAT_894
confidant,One to whom secrets are entrusted.,895,SAT,SAT_895
confide,To reveal in trust or confidence.,896,SAT,SAT_896
confidence,The state or feeling of trust in or reliance upon another.,897,SAT,SAT_897
confident,Assured.,898,SAT,SAT_898
confinement,Restriction within limits or boundaries.,899,SAT,SAT_899
confiscate,To appropriate (private property) as forfeited to the public use or treasury.,900,SAT,SAT_900
conflagration,"A great fire, as of many buildings, a forest, or the like.",901,SAT,SAT_901
confluence,The place where streams meet.,902,SAT,SAT_902
confluent,A stream that unites with another.,903,SAT,SAT_903
conformance,The act or state or conforming.,904,SAT,SAT_904
conformable,Harmonious.,905,SAT,SAT_905
conformation,"General structure, form, or outline.",906,SAT,SAT_906
conformity,"Correspondence in form, manner, or use.",907,SAT,SAT_907
confront,"To encounter, as difficulties or obstacles.",908,SAT,SAT_908
congeal,To coagulate.,909,SAT,SAT_909
congenial,Having kindred character or tastes.,910,SAT,SAT_910
congest,To collect into a mass.,911,SAT,SAT_911
congregate,To bring together into a crowd.,912,SAT,SAT_912
coniferous,Cone-bearing trees.,913,SAT,SAT_913
conjecture,A guess.,914,SAT,SAT_914
conjoin,To unite.,915,SAT,SAT_915
conjugal,"Pertaining to marriage, marital rights, or married persons.",916,SAT,SAT_916
conjugate,Joined together in pairs.,917,SAT,SAT_917
conjugation,The state or condition of being joined together.,918,SAT,SAT_918
conjunction,"The state of being joined together, or the things so joined.",919,SAT,SAT_919
connive,To be in collusion.,920,SAT,SAT_920
connoisseur,"A critical judge of art, especially one with thorough knowledge and sound judgment of art.",921,SAT,SAT_921
connote,To mean; signify.,922,SAT,SAT_922
connubial,Pertaining to marriage or matrimony.,923,SAT,SAT_923
conquer,To overcome by force.,924,SAT,SAT_924
consanguineous,Descended from the same parent or ancestor.,925,SAT,SAT_925
conscience,The faculty in man by which he distinguishes between right and wrong in character and conduct.,926,SAT,SAT_926
conscientious,Governed by moral standard.,927,SAT,SAT_927
conscious,"Aware that one lives, feels, and thinks.",928,SAT,SAT_928
conscript,To force into military service.,929,SAT,SAT_929
consecrate,To set apart as sacred.,930,SAT,SAT_930
consecutive,Following in uninterrupted succession.,931,SAT,SAT_931
consensus,A collective unanimous opinion of a number of persons.,932,SAT,SAT_932
conservatism,Tendency to adhere to the existing order of things.,933,SAT,SAT_933
conservative,Adhering to the existing order of things.,934,SAT,SAT_934
conservatory,An institution for instruction and training in music and declamation.,935,SAT,SAT_935
consign,To entrust.,936,SAT,SAT_936
consignee,A person to whom goods or other property has been entrusted.,937,SAT,SAT_937
consignor,One who entrusts.,938,SAT,SAT_938
consistency,A state of permanence.,939,SAT,SAT_939
console,To comfort.,940,SAT,SAT_940
consolidate,To combine into one body or system.,941,SAT,SAT_941
consonance,The state or quality of being in accord with.,942,SAT,SAT_942
consonant,Being in agreement or harmony with.,943,SAT,SAT_943
consort,A companion or associate.,944,SAT,SAT_944
conspicuous,Clearly visible.,945,SAT,SAT_945
conspirator,One who agrees with others to cooperate in accomplishing some unlawful purpose.,946,SAT,SAT_946
conspire,To plot.,947,SAT,SAT_947
constable,An officer whose duty is to maintain the peace.,948,SAT,SAT_948
constellation,An arbitrary assemblage or group of stars.,949,SAT,SAT_949
consternation,Panic.,950,SAT,SAT_950
constituency,The inhabitants or voters in a district represented in a legislative body.,951,SAT,SAT_951
constituent,One who has the right to vote at an election.,952,SAT,SAT_952
constrict,To bind.,953,SAT,SAT_953
consul,"An officer appointed to reside in a foreign city, chiefly to represent his country.",954,SAT,SAT_954
consulate,The place in which a consul transacts official business.,955,SAT,SAT_955
consummate,To bring to completion.,956,SAT,SAT_956
consumption,"Gradual destruction, as by burning, eating, etc., or by using up, wearing out, etc.",957,SAT,SAT_957
consumptive,Designed for gradual destruction.,958,SAT,SAT_958
contagion,The communication of disease from person to person.,959,SAT,SAT_959
contagious,Transmitting disease.,960,SAT,SAT_960
contaminate,To pollute.,961,SAT,SAT_961
contemplate,To consider thoughtfully.,962,SAT,SAT_962
contemporaneous,"Living, occurring, or existing at the same time.",963,SAT,SAT_963
contemporary,Living or existing at the same time.,964,SAT,SAT_964
contemptible,Worthy of scorn or disdain.,965,SAT,SAT_965
contemptuous,Disdainful.,966,SAT,SAT_966
contender,One who exerts oneself in opposition or rivalry.,967,SAT,SAT_967
contiguity,Proximity.,968,SAT,SAT_968
contiguous,Touching or joining at the edge or boundary.,969,SAT,SAT_969
continence,"Self-restraint with respect to desires, appetites, and passion.",970,SAT,SAT_970
contingency,Possibility of happening.,971,SAT,SAT_971
contingent,Not predictable.,972,SAT,SAT_972
continuance,Permanence.,973,SAT,SAT_973
continuation,Prolongation.,974,SAT,SAT_974
continuity,"Uninterrupted connection in space, time, operation, or development.",975,SAT,SAT_975
continuous,"Connected, extended, or prolonged without separation or interruption of sequence.",976,SAT,SAT_976
contort,To twist into a misshapen form.,977,SAT,SAT_977
contraband,Trade forbidden by law or treaty.,978,SAT,SAT_978
contradiction,The assertion of the opposite of that which has been said.,979,SAT,SAT_979
contradictory,Inconsistent with itself.,980,SAT,SAT_980
contraposition,A placing opposite.,981,SAT,SAT_981
contravene,To prevent or obstruct the operation of.,982,SAT,SAT_982
contribution,The act of giving for a common purpose.,983,SAT,SAT_983
contributor,"One who gives or furnishes, in common with others, for a common purpose.",984,SAT,SAT_984
contrite,Broken in spirit because of a sense of sin.,985,SAT,SAT_985
contrivance,"The act planning, devising, inventing, or adapting something to or for a special purpose.",986,SAT,SAT_986
contrive,To manage or carry through by some device or scheme.,987,SAT,SAT_987
control,"To exercise a directing, restraining, or governing influence over.",988,SAT,SAT_988
controller,One who or that which regulates or directs.,989,SAT,SAT_989
contumacious,Rebellious.,990,SAT,SAT_990
contumacy,Contemptuous disregard of the requirements of rightful authority.,991,SAT,SAT_991
contuse,"To bruise by a blow, either with or without the breaking of the skin.",992,SAT,SAT_992
contusion,A bruise.,993,SAT,SAT_993
convalesce,To recover after a sickness.,994,SAT,SAT_994
convalescence,The state of progressive restoration to health and strength after the cessation of disease.,995,SAT,SAT_995
convalescent,Recovering health after sickness.,996,SAT,SAT_996
convene,To summon or cause to assemble.,997,SAT,SAT_997
convenience,"Fitness, as of time or place.",998,SAT,SAT_998
converge,To cause to incline and approach nearer together.,999,SAT,SAT_999
convergent,Tending to one point.,1000,SAT,SAT_1000
